"","EEF1A1","COL1A1","ACTB","FN1","COL1A2","COL3A1","ACTG1","FTH1","TPT1","SPARC","UBC","B2M","EEF2","GAPDH","RPL3","AHNAK","XBP1","HSP90AB1","HSP90AA1","RPS4X","RPLP0","PSAP","PABPC1","RPL13A","EEF1G","RPS18","RPL41","RPS6","FTL","CD74","RPL10","HSPA8","RPS3A","RPL7","MGP","RPL4","GNAS","MYH9","TMSL3","RPS2","YWHAZ","TMBIM6","HLA-B","ALDOA","ADAM6","APP","PTMA","RPL8","RPL7A","CD24","GLUL","EIF4G2","COL6A3","PPIA","RPL15","VIM","POSTN","RPS24","RPLP1","GNB2L1","HNRNPA1","RPL9","CANX","TUBB","HLA-C","KRT8","RPS11","HSP90B1","PKM2","P4HB","C4A","RPS3","H3F3A","RPL6","RPL19","ANXA2","ITGB1","RPS8","CTSB","CALR","TUBA1B","HLA-A","RPL5","CTSD","RPL23A","FLNA","HSPA5","HNRNPA2B1","TIMP3","NPM1","RPS27","HNRNPK","TPM4","CSDE1","CLTC","JUP","PDIA3","RPL32","TMSB10","RPL30","DSP","NACA","ENO1","CFL1","RPSA","HDLBP","RPL12","MYL6","RPL11","RPL27A","KRT18","RPS12","AZGP1","RPL13","RPS20","HNRNPU","LDHA","DHCR24","IGFBP5","H3F3B","NCL","RPS23","UBB","ATP1A1","CALM2","SLC39A6","A2M","KRT19","RPL26","RPL29","TAGLN2","EIF4B","DDX5","RPS27A","PTPRF","APLP2","LOC647979","THBS1","HNRNPC","DCN","RPL23","SRRM2","LUM","IGFBP4","PCBP2","FLNB","RPS15A","RPL10A","RHOA","RPS14","SCD","ARF1","COL6A2","RPS7","RPS17","RPL39","ADAR","RPL21","CD59","BGN","EIF4A1","NUCKS1","RPL17","TPM3","HLA-DRA","RPL31","FASN","MAGED2","TXNIP","ATP5B","YWHAE","RPL37","RPL22","RPL14","AEBP1","RPL37A","HMGB1","CTNNB1","DSTN","GANAB","CD164","ITM2B","DDX17","COL6A1","CDH1","DYNC1H1","RPL24","CTNNA1","RPS10","CLU","RPL18A","RPS19","SERPINA3","BTF3","EIF1","RPS25","CD63","RPS9","SET","GATA3"
"TCGA-C8-A274-01A-11R-A16F-07",859844,171882,366841,331256,146130,117967,351428,139493,129240,95245,137846,94319,160894,114042,116198,61741,247903,92582,110786,126402,120900,81157,100984,128544,66904,82065,124422,118885,61681,144365,118384,135098,105441,87549,205151,92773,113479,64636,169400,98244,76252,98736,58892,74771,3409,120230,87758,54296,94747,211664,206516,110178,31411,50004,56686,25723,43152,109348,57410,71853,114946,61694,60445,62847,36093,73442,76427,53785,69517,48819,127286,57775,168777,78486,49686,40925,66545,47150,53597,43558,57671,22299,51269,66512,49371,43502,41665,57272,32355,66483,74682,73096,69338,41671,63159,92431,38422,36501,200265,41340,53428,66135,24297,51570,28460,88153,75121,59883,40953,36099,49245,43429,61453,33716,34735,76609,42490,53820,1614090,30249,44749,58173,49928,61576,120451,144711,17968,93930,74844,38764,65942,48943,60850,59926,42202,48398,66931,51498,51778,22994,49252,64240,31076,39894,55546,32089,51584,46217,38253,48455,5479,73538,13616,62941,49824,56653,87115,24926,16633,17152,55550,65971,36025,67594,57120,69204,13946,90892,9942,45460,66968,43102,27892,24692,31222,42097,38151,31953,43981,24602,85944,24977,51556,11186,3211,40840,38293,52899,29932,13284,32639,39887,320440,40121,33223,33627,42841,34376,40718,48955
"TCGA-C8-A275-01A-21R-A16F-07",818679,239903,283059,389102,194918,185943,243212,239735,260627,95486,145079,393613,112405,212553,141817,68451,145962,193680,347170,100601,140673,144966,430023,137523,106780,100895,122280,106659,258295,222081,108265,210086,104074,183802,48628,94392,89880,86872,146492,84244,209914,73882,214341,97395,892422,103788,142327,148572,129682,165794,81605,168618,73200,88863,76832,62055,61022,75395,60994,71361,81934,50009,87492,89695,113700,121970,117632,57197,73960,58542,22549,87910,100510,66011,39267,81580,47856,68294,99757,55559,108751,138260,49851,81350,153929,28035,51746,83940,26235,53900,80078,74165,66757,52303,261334,41068,43280,62486,91816,125537,58446,57859,104732,64596,76776,55172,55061,55890,59518,50636,80324,70511,39082,56147,86447,49082,74739,40016,19132,46179,60886,53295,76335,37558,72142,11140,47684,33266,59651,46024,53369,37497,81924,47681,72136,57518,56188,20703,50125,32058,28852,35191,42880,15895,51453,26645,48647,52504,58482,50308,236959,53090,29220,55033,54254,56432,35073,74153,21205,25548,31032,51834,25283,40682,128033,45182,91819,11395,38784,36929,56015,51497,42976,38472,23792,60748,79678,42886,43327,29320,62445,40590,38309,23659,55021,41876,34804,50219,46930,132487,48107,150985,2302,30303,24639,41514,40391,40101,65117,24018
"TCGA-C8-A278-01A-11R-A169-07",666650,458231,338165,565350,476175,428161,254731,210510,128879,249997,185445,385726,79541,181488,85512,86322,113483,164009,154661,108860,65783,143640,181150,54712,92876,87682,66448,106749,204173,235198,90970,180400,64883,94829,21232,82993,113409,64632,113000,102521,141373,71030,145595,101438,2437707,86164,117497,66304,72326,246005,51595,85476,111896,105118,78938,73308,126488,70624,40492,53547,64034,41325,63609,124925,84156,72704,39784,154635,76410,151343,22220,56431,45621,72741,176609,61671,53786,75536,114752,96792,63940,81778,54703,58712,45484,24497,91060,64162,43598,77728,32144,61551,63618,82774,102362,32861,94133,57756,169130,63270,31965,49326,65235,80152,40305,51703,49150,35338,37244,39867,57981,57341,97269,23688,60778,46596,72276,262856,31478,43301,74118,44533,60142,51128,69283,18193,45154,24799,29288,35451,69647,25545,74331,65953,41931,76113,46857,53961,42528,82635,139933,31765,134894,20582,39580,32700,26579,36659,37248,28725,152083,29636,33104,64909,35922,51234,38710,28634,21456,43261,52607,26637,33321,43853,121384,30194,234406,33756,35737,44517,36036,31634,34089,29003,37479,31827,43244,25104,33822,58172,58646,38685,25593,35449,36440,31261,42957,32025,32885,68728,34644,28379,7983,23628,26150,48239,29606,21659,49187,15475
"TCGA-C8-A27A-01A-11R-A169-07",258328,82014,144213,194637,97774,92551,144401,50690,79660,90432,151458,333908,40893,73746,46238,68225,102566,77618,101583,45702,50826,33541,327121,28457,30972,39770,41282,57261,36477,22388,34004,63777,67888,51162,9379,51713,54249,35082,17936,39162,483328,66514,156314,45023,103702,23432,90964,17079,45967,24756,21671,88242,23500,80692,50803,22383,16322,32179,17911,21173,54715,46641,40847,52945,62031,25741,20073,47184,40213,29218,18039,29655,52266,32880,36174,11908,44107,22367,24761,25530,72105,74729,38089,9619,39053,10689,37376,69242,8345,41032,20632,66915,23919,38777,72775,52439,61975,32682,30434,67896,39701,27225,86319,26007,40320,25837,19002,18732,26696,27654,19658,19238,559,26340,12801,51952,117382,14361,17568,66050,69436,17916,27908,24164,35592,39167,21167,42592,18633,31399,15914,26531,61358,27486,9136,35908,64401,23809,42061,7365,24035,47043,12298,49292,38547,27013,24000,17814,45978,13577,57805,28138,8812,36708,55290,23791,53290,25090,15830,23794,32380,54533,22520,30245,10400,20526,26728,15610,14292,34481,34889,16127,19272,23934,6378,15334,52802,23740,24225,17909,31197,32711,32427,6723,39739,32437,19422,12531,12811,3038,10538,12034,4443,15946,43517,17083,16839,11334,61595,51318
"TCGA-C8-A27B-01A-11R-A169-07",822228,35011,215570,96213,41358,58256,229999,205644,135264,38836,129689,245688,76272,129328,92091,34361,20180,205994,119364,49398,126569,120308,218367,43098,73573,125656,47191,68255,76687,136741,102115,78920,44132,120449,21790,108934,49926,49059,133119,39091,120839,43255,180818,34996,171124,74134,164589,93982,38341,183236,45215,64904,12886,90609,34317,65640,12811,56717,51717,39405,63978,42478,69649,111810,61398,14374,34535,128791,59861,65709,6655,51075,57559,49259,30636,40663,83667,71767,63633,72692,54502,59367,77242,32729,29438,55453,68523,66325,8539,71572,35070,71374,69044,80675,27217,22476,55474,26931,171044,58751,78653,34760,110955,26431,41621,47984,27296,23230,24840,31175,17614,51309,26086,35745,23888,72875,105977,15884,7053,59409,92128,21785,32017,94315,66923,8580,20059,11170,28434,24183,46978,29944,43413,66628,55803,21391,24377,10889,57225,10514,19416,27386,12397,2659,37607,18416,21602,40679,36078,20545,67790,28869,6524,65573,33146,63398,47395,56517,70781,6595,46355,51117,14382,38888,84905,18240,8907,6268,45300,28561,34302,42353,26185,20783,3831,27996,66936,45906,21673,47304,30894,22001,25664,6191,28074,26425,35502,22301,47937,7819,29426,17938,106486,26287,23945,14894,14457,18941,44292,2606
"TCGA-D8-A13Y-01A-11R-A115-07",615159,416753,383842,257380,286002,241096,223741,184730,135512,128658,177249,141734,144215,382990,112534,84176,24066,127546,249788,95361,69417,65994,79820,56891,130824,61478,163072,57856,147548,71385,107759,132848,71105,127796,9057,72346,453449,80752,51197,96469,92373,157013,41924,229519,11042,121960,189957,125758,55618,66557,39922,71039,62480,124172,89089,48059,71385,53756,79303,119935,121047,52910,114337,203775,67037,88186,43216,67698,136659,69327,33883,107189,115570,42567,44171,40991,72238,46382,57371,58131,259601,41024,79335,72649,43669,134710,89357,120035,12762,74798,43846,85555,40243,75296,111637,23735,67371,91712,80148,50161,59573,86589,88338,74428,76185,41750,87565,83126,39363,35278,80865,41112,778,35943,105981,71803,55307,96722,16765,54075,102450,55900,90281,102974,63854,37656,43098,3354,45595,60153,64169,93240,80630,39823,37998,29894,41354,29196,64528,21949,24173,83056,36709,13913,133520,17696,57746,29301,63332,44118,55200,43444,40272,79268,48775,44838,40507,31276,24684,39045,51608,55539,44651,38199,17076,23539,27247,57671,37783,119691,48962,46290,29465,52207,45971,41815,46824,25105,55588,70954,23449,19464,35325,37841,36309,86870,44869,41558,26853,35718,31080,25354,2046,28645,42356,20192,79991,30236,36609,6767
"TCGA-D8-A13Z-01A-11R-A115-07",599788,569462,603848,671171,445429,428565,307322,184767,86338,223481,201912,333619,87202,507800,74208,78387,47299,247197,215199,73602,81105,163305,99433,54468,64690,59443,91646,45410,167602,133727,72669,164661,49057,62354,14123,53969,266337,178806,235120,61734,128480,64224,164434,109809,176427,194848,110353,39012,51930,216087,41710,138065,118917,99673,40384,152442,149712,55771,34083,44244,68252,28343,62407,235914,130525,135562,52260,114392,121906,97532,20181,26105,88000,57710,29602,112813,134403,36081,99712,159082,111223,118351,33011,80538,23782,145875,65525,79430,49874,95525,31681,67624,99506,86980,70171,66496,170246,29306,217320,26578,105299,48497,155132,68531,31663,82397,26781,99539,36059,39496,70794,37368,61828,21956,32341,72849,102502,106874,44507,51316,57817,17180,60980,166029,84094,7784,53827,55745,24600,26644,74566,22290,56731,52986,50210,42068,40406,48209,61675,37426,20307,57636,58291,21388,38558,33932,29724,27417,46994,21028,104278,49852,57072,46879,19857,40502,104972,19739,27627,67055,58387,62922,17386,64929,56394,25815,48489,34315,80786,60951,58956,35698,26894,16307,76906,17712,43860,48609,41574,53517,83486,32682,32834,35836,43158,60692,29909,64017,33493,4401,22321,29353,3470,19611,28225,20054,49021,17937,53506,485
"TCGA-D8-A140-01A-11R-A115-07",451948,233894,144238,175348,202032,190573,170516,144740,91901,119963,138543,223441,145644,72859,132062,273103,210069,110838,116978,79994,122456,122200,93376,99180,68419,74007,73603,67078,99830,60855,69652,88777,63948,69112,6762,51579,64250,73105,38428,46228,130348,83749,86217,56438,1316570,52664,92424,40476,82756,34860,121539,83545,63982,75615,42400,38915,52387,43565,66152,39140,63167,47109,117594,40296,91395,31524,52161,59570,39189,75016,58381,60346,60869,21491,86271,40394,49071,38751,41967,62546,35266,70299,35045,55420,36755,28150,88767,52992,167902,42359,66425,55083,40970,48159,212607,58748,87664,26731,26282,33096,38500,42844,40373,44997,28568,61251,30037,30593,38631,46154,26167,23908,23961,38539,26888,64078,31421,77686,80284,27744,41306,29632,39369,40862,23731,391098,32792,67884,33734,30577,57567,39627,124605,30360,59773,64775,66923,53921,38292,19475,57584,42520,28313,125772,41431,66512,24624,19534,39428,27869,26745,43113,33464,18488,28302,23982,128411,19365,42612,29565,54737,59966,24086,43795,27598,24195,42897,95719,27942,40436,32723,22375,26020,22338,30713,22398,20903,37890,22300,44426,18433,28964,42743,27742,69394,56728,22756,32270,22433,28349,34875,24578,58661,32130,51404,14071,20211,23879,27257,87904
"TCGA-D8-A141-01A-11R-A115-07",946564,1538965,433519,1367498,1221016,1033832,270070,179913,240790,517769,151548,284234,164339,152032,172530,138443,177750,107175,220880,140161,117826,146490,113930,110964,110604,109900,95250,140344,97215,275183,104632,119815,100240,114368,114969,106647,62760,149433,119558,104841,67741,63376,164270,90409,266344,70314,69894,75390,109813,71668,129544,85261,293726,58873,66495,135709,319766,75436,57752,78300,70346,71445,55455,70050,128397,63877,65848,63516,87779,72792,142907,63285,69385,69311,56277,80197,84322,65443,108383,61990,52217,95187,61730,70974,54844,107472,65730,51696,205698,47254,57136,54621,72832,49912,44970,51174,53657,47703,61286,41146,31313,49046,69392,51450,59011,62760,58393,52668,57352,48359,42478,49925,36618,47517,43919,48522,49344,16283,78512,29694,48214,41625,46494,35036,39963,19490,53940,58197,56255,54251,42782,49089,48106,42626,33669,24799,34988,52068,53833,155661,40381,53036,191364,80251,35085,37648,48824,48996,47508,38770,27178,41452,144991,39618,41068,37046,57241,48972,46294,105819,48482,35067,42673,38166,117784,37636,268501,19279,37269,30908,38672,36467,35482,33993,166767,31435,47404,41459,31619,32619,33492,45124,48367,135471,9854,38286,32220,39821,34548,9661,32410,29544,164263,30082,29642,35533,31446,37217,42381,26878
"TCGA-D8-A142-01A-11R-A115-07",819639,749852,808978,1262546,614260,599965,474547,212008,143279,317128,226601,143465,119875,194015,118302,117094,44304,491029,142006,88172,94372,140385,137322,99695,158277,129480,73137,98945,146804,149314,94837,151908,89625,124240,136477,69127,276638,273924,252774,136537,210142,59043,80681,80928,1532753,280361,108204,83186,78172,280194,33187,79680,176165,91249,62533,276432,206058,70711,46716,54072,68667,62821,58639,169280,65376,53016,73595,80874,75483,118248,11306,61128,72774,58216,56226,152830,249142,42052,167522,94772,104732,49996,59316,81261,58863,239059,65392,64024,162457,35571,54111,49017,109858,61471,63677,99086,49609,42268,236077,65682,93752,46443,107033,118598,53791,72290,44558,82257,43850,41442,26883,41284,138126,50325,59418,50846,46043,13320,129819,58919,47006,32662,51249,90921,77647,11779,83306,66523,49545,41331,160635,31455,46026,108061,28556,68502,53945,127440,30286,63893,43927,50217,94708,33084,30856,63807,43657,51101,67749,24306,44040,55799,80999,53303,31082,43915,36291,99866,81809,124108,66305,45797,33696,69785,79054,66164,33675,29937,42750,39058,54723,63514,33388,38268,86747,34418,44485,73734,106229,47155,33953,26461,41839,46028,34797,42117,31997,39181,87033,68658,24383,33614,1854,20558,49470,45567,38947,28927,46774,3501
"TCGA-D8-A143-01A-11R-A115-07",561402,106892,376508,124559,74576,89326,365213,144147,72824,61357,97706,100476,104280,657548,66377,12175,32854,137015,290033,95296,39059,60633,89707,43062,73694,67358,53971,37930,53082,78526,84573,140743,103549,64619,79849,63439,166790,77716,73969,82720,68573,31353,73853,131241,753190,110837,110240,51666,42668,139119,32931,68776,20007,96609,40371,52001,17977,42543,27106,49923,63702,42942,55200,289040,78780,30575,41264,81139,72917,109754,7021,33294,139114,37724,38707,87749,66604,41489,42944,118788,129152,68248,50121,42415,37139,135548,96991,94498,12998,55495,43981,65477,51993,69901,49340,35134,95934,30757,137401,28078,64006,25430,222350,48112,36071,54978,25249,35523,47138,22538,38133,29559,69215,45061,34763,76133,74053,27099,9949,38814,51518,15744,76520,102701,71265,8878,44072,361,38763,27459,52231,15726,40783,43637,43591,30586,20091,13209,50879,13650,31450,44146,13920,23887,32050,32806,47344,28421,32993,21295,30502,39200,17705,63978,21665,36039,43957,18625,48115,17897,76852,68003,24032,49760,39443,19406,28758,20976,45191,31691,103732,21025,29720,19015,11142,21444,33149,45631,23223,46556,23476,12636,23568,15481,55256,54949,46020,37120,29013,29848,35137,25142,10526,12734,30742,13581,13242,17947,39779,1180
"TCGA-D8-A145-01A-11R-A115-07",836855,387660,171089,117725,339858,408082,161526,83416,142649,202067,119295,73772,198049,61471,145924,206949,158468,85334,115752,114163,77182,78852,58457,100629,75945,76997,84004,89428,56974,63916,85711,88141,100543,58453,144040,89116,76436,78160,33905,72749,42608,71359,27901,55457,743033,45965,55728,40042,60475,54279,95392,61432,94622,39299,62552,67602,58156,57355,45758,60146,64381,63042,52346,41105,31184,29030,52707,49169,37960,40648,129450,46677,37975,50159,37536,43590,42683,58628,32647,43101,28792,22782,52675,20612,40970,50276,33346,34630,40966,41317,40632,41052,61062,50754,44395,37764,38756,39863,27508,26936,19184,45265,24281,22123,39969,49952,44122,45127,47034,34723,25583,38341,133799,46432,28908,38299,22575,40611,36175,29834,35480,40212,33466,52058,26743,36993,65214,32480,40864,29175,19835,49326,32231,39260,46594,19036,53619,36055,31594,87298,31322,50425,55798,51351,35678,32724,39707,38703,26276,31965,17706,24945,42597,29142,32437,24392,27388,37801,24552,42942,33162,28063,34759,27508,29016,33718,27668,69733,65054,26960,27578,25649,37562,30277,35175,25657,24823,33743,33584,26843,26055,26927,36572,33253,42868,45580,26380,31040,24726,22813,25249,25263,41837,28344,22714,26375,20408,36650,19977,33021
"TCGA-D8-A146-01A-31R-A115-07",1219088,1419804,474537,1107340,1065385,884687,301046,228415,192379,526484,276666,177373,236093,122976,181080,316223,238329,133892,135516,149224,115203,252402,111534,130071,107577,106559,119137,121670,144459,180402,123007,139717,100733,75687,206066,86022,141651,177330,143792,111177,97583,151817,123050,234229,283180,144365,111262,54673,109137,123924,297299,141623,268745,94493,86116,145665,185438,76122,94974,85471,93272,74806,115714,81884,109691,59055,70709,98490,115065,129674,289196,67816,97839,63693,52241,96532,123422,64810,131991,118206,65986,85330,55933,257061,43900,112772,91604,91113,198009,69337,62795,86220,126694,69896,88444,44233,80998,58207,95585,42500,96245,57314,50679,82077,49589,100661,71007,100988,55049,57804,60819,55662,314444,57997,41821,80214,50960,70988,83962,71403,57706,45857,61084,84711,56957,403319,95310,34296,43045,54292,76486,57888,80071,41433,76839,137161,119101,144627,62757,134577,34785,91741,185972,98860,61105,93780,47881,52131,84945,52939,107888,80673,159553,31275,37123,34861,60440,40876,88158,138969,42805,67631,39369,61317,84361,42059,98303,127208,71354,49349,40581,45423,40686,55298,182046,35747,42777,73474,71436,69357,93620,64730,74761,135098,68751,85819,37571,67253,36908,58960,40919,33013,138141,38743,34213,44243,86345,44371,43780,70580
"TCGA-D8-A147-01A-11R-A115-07",1275902,252636,391862,190492,210821,254745,542736,198237,101135,159329,211232,223087,194722,366338,238273,80956,26938,276007,257994,192247,197880,247953,258500,176495,127030,169328,112030,148386,119439,141649,148470,151225,127326,145084,272823,121856,176594,186192,121887,109989,159090,75843,254075,65404,109627,256349,237513,96779,73554,463758,35015,130752,78727,86510,66903,119502,61953,138441,106091,114480,175146,55971,117081,196856,156579,64414,89730,126418,129411,147308,15021,75872,159783,75902,117878,79960,116013,71757,136256,134591,109209,210563,148405,65942,43158,239929,126940,94467,33939,116789,87043,101514,103408,114798,33040,82269,60716,46720,51091,86010,63627,75926,147384,52333,60666,150556,104279,62187,69438,84384,24383,94359,67046,75649,74329,133565,60923,10324,95557,96910,137080,54774,70240,81148,83242,14489,46953,56486,48627,45662,100033,69916,111555,84175,78394,32698,75582,79913,76808,33118,62509,53659,52943,15681,71148,74767,38396,72591,49133,54718,28859,105141,61270,89090,64271,64210,178281,67369,68218,37047,62460,70949,54853,78628,64261,102483,39150,49480,62769,54236,63795,34831,71593,43584,44352,61457,31593,44037,35380,47267,38778,23252,67215,39194,54841,65604,48728,66871,60958,71597,130854,163554,43899,39537,54750,72769,23250,52075,40182,891
"TCGA-D8-A1J8-01A-11R-A13Q-07",1055369,250816,518574,844470,314193,316749,193289,333803,137130,218315,210482,430648,70206,389381,48078,113492,235567,112193,246393,97414,96358,114342,110715,47616,55889,68390,86387,93444,177332,156370,72650,172588,86489,60052,178512,50492,150377,57489,136547,56168,126224,201567,143532,153522,59130,43229,151642,18730,54438,138005,166419,133415,80251,99888,51013,80431,81660,55672,45766,72648,68716,94434,141197,94569,77906,74926,53766,151558,68306,37105,6042,21042,175498,74047,17446,77791,96069,23628,122726,57423,110888,62978,32606,66087,33066,16815,121642,66772,71274,82471,56555,95395,157696,66093,88296,39733,79565,34004,63017,31081,112683,74290,77060,40103,38466,75370,38939,39727,27414,30659,81578,60465,290966,18023,29452,88218,162050,31911,517643,46097,50292,47521,37774,45127,117540,50852,39282,28575,38297,24067,62170,43448,47200,60812,22966,33696,75896,76330,58698,80359,21425,62063,122140,16896,80750,22130,59753,26662,61633,33043,38502,63693,16305,51182,20374,58125,45195,38155,28975,62758,45062,100515,30631,80908,109376,44350,6726,58170,135201,70165,64477,37403,28394,24933,31573,31660,52398,44896,93006,46357,162701,62461,61353,19250,78495,36412,30836,60678,34651,14193,18946,14245,308181,91539,41133,27310,42258,8782,65494,52535
"TCGA-D8-A1J9-01A-11R-A13Q-07",611131,641941,231981,948102,577279,447992,651490,352469,108857,306899,312213,312069,147626,182587,106220,293067,431211,148901,218114,67055,97621,255563,126841,62858,117272,80185,108814,52318,169223,141184,106198,143078,82818,82340,273480,67326,156740,121154,126578,103322,150733,180160,147281,154530,25580,113031,107128,61949,107350,154682,123299,88403,160114,60227,52449,85646,163889,53314,59548,59208,74233,50947,118873,126100,107178,142788,47309,120006,105979,231324,67836,66255,98969,68258,279472,153960,99472,48473,98276,124668,103095,117446,52665,66923,54695,45493,150718,54773,133040,61126,49866,73045,75886,95997,116128,68647,122647,31247,100612,40092,54003,50256,91909,109368,28588,122334,73406,50545,46301,26104,78521,35304,63854,24850,38476,61570,46762,90052,415031,52451,62564,30704,51163,96561,70231,29558,46001,58309,26427,22345,87746,37684,51361,39854,96687,54465,42685,73151,56351,95768,23864,44208,118735,36077,48543,36960,65771,44851,67800,31766,253960,70911,55920,38120,33006,35738,83416,36009,52342,54548,36711,54723,31769,66361,80333,33488,204502,48779,46028,56287,42971,33388,44732,16905,78765,33736,38347,57265,98217,116782,47539,49311,42637,58427,93202,55870,34203,64666,34058,73740,53989,25562,10347,37403,36682,18187,51894,24867,33274,24999
